5.401158354079326382e+05,-2.680941513236297033e+04,-1.541408201670265771e+04,-1.959977128237723082e+04,5.157158229463881298e+02,-6.909293625867422861e+02,2.831874601267543312e+02,-4.430140326369782855e+01,-7.259025618210432640e+02,3.922896896568466332e+02,7.851964379135037575e+01
-2.680941513236283936e+04,9.024874302044505384e+03,-4.158194526161420868e+01,5.885548582967682705e+03,-1.025672091170234950e+02,1.377339874914323161e+02,-1.318112782027711773e+02,6.949314393272398149e+01,-8.004631847819965174e+01,1.967329273545683321e+01,5.586595224857007658e+00
-1.541408201670266499e+04,-4.158194526161234705e+01,1.374536623251168749e+03,1.155278148489326213e+02,-9.311300519509957851e+00,1.099471415544895692e+01,-2.684753903978393197e+01,3.821821646386508320e+01,4.525430663102823559e+01,-6.471096261956310514e+01,5.554551069135158059e+01
-1.959977128237721263e+04,5.885548582967679067e+03,1.155278148489316550e+02,5.211971710214094855e+03,-1.146372367848838678e+02,1.554535112222760631e+02,-1.339402106109483555e+02,6.753608818132539682e+01,-6.396608202601417759e+01,-6.595125286171484191e+00,2.449459606276218082e+01
5.157158229463840371e+02,-1.025672091170233386e+02,-9.311300519509872586e+00,-1.146372367848838394e+02,3.959981795479488920e+00,-4.477858583114505464e+00,2.652549879907784014e+00,-1.240568741312204182e+00,1.157661419225288979e+00,-5.225445964036788959e-01,7.077336903158344406e-01
-6.909293625867411492e+02,1.377339874914320603e+02,1.099471415544894981e+01,1.554535112222758357e+02,-4.477858583114502800e+00,6.571061084079876309e+03,-7.377746599461729602e+03,2.402944517871511835e+03,-8.390315013668833899e+02,-1.717494834163618407e+02,-5.502110103865547899e+02
2.831874601267588787e+02,-1.318112782027708647e+02,-2.684753903978401368e+01,-1.339402106109477302e+02,2.652549879907769359e+00,-7.377746599461720507e+03,1.313436814799693457e+04,-7.436077029151959323e+03,2.833226456622344358e+03,1.265360821533592741e+02,-8.250434181860623539e+02
-4.430140326369799908e+01,6.949314393272359780e+01,3.821821646386508320e+01,6.753608818132484259e+01,-1.240568741312190637e+00,2.402944517871502285e+03,-7.436077029151951137e+03,7.227552095181024924e+03,-2.742324598576612061e+03,4.872993496910217459e+02,5.271806137726257475e+02
-7.259025618210451967e+02,-8.004631847819938173e+01,4.525430663102830664e+01,-6.396608202601378679e+01,1.157661419225278987e+00,-8.390315013668800930e+02,2.833226456622341175e+03,-2.742324598576612516e+03,4.497780664276602693e+03,-1.998358171464117731e+03,-6.667390725465827472e+02
3.922896896568477700e+02,1.967329273545670887e+01,-6.471096261956317619e+01,-6.595125286171631629e+00,-5.225445964036765645e-01,-1.717494834163642281e+02,1.265360821533644469e+02,4.872993496910189606e+02,-1.998358171464115458e+03,3.564625955137914843e+03,-1.974826732633316851e+03
7.851964379135118577e+01,5.586595224857020092e+00,5.554551069135153796e+01,2.449459606276215951e+01,7.077336903158359949e-01,-5.502110103865534256e+02,-8.250434181860662193e+02,5.271806137726283623e+02,-6.667390725465864989e+02,-1.974826732633314123e+03,3.884422597852500985e+03
